university,startup_name,description,website,is_ai_related,ai_confidence_score,source
Stanford (StartX),1Bstories,,,False,0.0,StartX
Stanford (StartX),1Climate,,https://1climate.app/,False,0.0,StartX
Stanford (StartX),1upLogo,,,False,0.0,StartX
Stanford (StartX),2rblogo,,http://www.2redbeans.com/en/chinese-dating/,False,0.0,StartX
Stanford (StartX),3YOURMIND,,http://3yourmind.com/,False,0.0,StartX
Stanford (StartX),AccuraGen,,http://www.accuragen.com/,False,0.0,StartX
Stanford (StartX),Advent FA,,http://adventaccess.com,False,0.0,StartX
Stanford (StartX),AerialIntel,,http://www.aerialintel.com/,False,0.0,StartX
Stanford (StartX),aether,,https://www.aetherbiomedical.com,False,0.0,StartX
Stanford (StartX),afresh,,http://afreshtechnologies.com/,False,0.0,StartX
Stanford (StartX),Agathos,,https://www.agathos.io,False,0.0,StartX
Stanford (StartX),AgriWebb,,http://www.agriwebb.com/,False,0.0,StartX
Stanford (StartX),Logo 1,,,False,0.0,StartX
Stanford (StartX),AiFi,,http://www.aifi.com,False,0.0,StartX
Stanford (StartX),AKOYA Bio R,,http://www.akoyabio.com,False,0.0,StartX
Stanford (StartX),Alariss,,https://www.alariss.com/,False,0.0,StartX
Stanford (StartX),alation 01 5,,https://alation.com/,False,0.0,StartX
Stanford (StartX),Alchemy WorkInTech,,https://www.alchemynano.com,False,0.0,StartX
Stanford (StartX),DTL,,https://alchemy.com,False,0.0,StartX
Stanford (StartX),Sentinel RGB,,http://www.alertive.com,False,0.0,StartX
Stanford (StartX),Alesca Life,,https://www.alescalife.com/,False,0.0,StartX
Stanford (StartX),ALICE,,http://alicetechnologies.com/,False,0.0,StartX
Stanford (StartX),AC large,,https://www.alignedcarbon.com/,False,0.0,StartX
Stanford (StartX),Logo 04,,http://www.alixia.com,False,0.0,StartX
Stanford (StartX),Allday stacked,,https://sprayalldayenergy.com/,False,0.0,StartX
Stanford (StartX),Ambient,,http://ambient.ai/,False,0.0,StartX
Stanford (StartX),amigocloud,,https://www.amigocloud.com/homepage/index,False,0.0,StartX
Stanford (StartX),Ampervue,,http://www.ampervue.com,False,0.0,StartX
Stanford (StartX),LOGO 1MB,,,False,0.0,StartX
Stanford (StartX),anchorzero,,,False,0.0,StartX
Stanford (StartX),logo Andromeda Surgical 2,,http://andromedasurgical.com,False,0.0,StartX
Stanford (StartX),Angaza Thick,,http://www.angazadesign.com,False,0.0,StartX
Stanford (StartX),Logo,,http://www.anifie.com,False,0.0,StartX
Stanford (StartX),Text black,,,False,0.0,StartX
Stanford (StartX),logo Apostle L,,http://apostlebio.com,False,0.0,StartX
Stanford (StartX),pm,,https://appfluence.com/,False,0.0,StartX
Stanford (StartX),apptimize,,https://www.apptimize.com,False,0.0,StartX
Stanford (StartX),apstem,,https://www.apstemtx.com/,False,0.0,StartX
Stanford (StartX),cedar blue with moon,,https://arboreal.ai/,False,0.0,StartX
Stanford (StartX),archtype blue,,https://archsys.io,False,0.0,StartX
Stanford (StartX),Arialogo,,https://ariapharmaceuticals.com/,False,0.0,StartX
Stanford (StartX),ARIO,,http://www.arioliving.com/,False,0.0,StartX
Stanford (StartX),image,,https://aristotlehq.com/,False,0.0,StartX
Stanford (StartX),Arithmedics rect 600dpi,,http://www.arithmedics.ai,False,0.0,StartX
Stanford (StartX),ARLAN,,https://arlanbiotech.com/en,False,0.0,StartX
Stanford (StartX),aromyxlogo,,http://www.aromyx.com,False,0.0,StartX
Stanford (StartX),Arterys Black 01 500p,,https://www.arterys.com/,False,0.0,StartX
Stanford (StartX),arundo,,http://www.arundo.com,False,0.0,StartX
Stanford (StartX),AB WordMark Space Dust,,https://atombeamtech.com/,False,0.0,StartX
Stanford (StartX),Audacy Regular,,http://audacy.space,False,0.0,StartX
Stanford (StartX),Augmedix,,https://www.augmedix.com,False,0.0,StartX
Stanford (StartX),auricle 1,,,False,0.0,StartX
Stanford (StartX),aurie,,,False,0.0,StartX
Stanford (StartX),AutoTrainer,,,False,0.0,StartX
Stanford (StartX),AVAILS MEDICAL,,http://www.availsmedical.com/,False,0.0,StartX
Stanford (StartX),Avela Inc Transparent High Res,,,False,0.0,StartX
Stanford (StartX),Awair,,https://getawair.com/,False,0.0,StartX
Stanford (StartX),ACI black,,,False,0.0,StartX
Stanford (StartX),axiom eery,,http://www.axiomexergy.com,False,0.0,StartX
Stanford (StartX),250x70 wordmark,,https://www.axi.us,False,0.0,StartX
Stanford (StartX),ayasdi,,https://www.ayasdi.com/,False,0.0,StartX
Stanford (StartX),BabyNoggin,,http://www.babynoggin.com,False,0.0,StartX
Stanford (StartX),BQCentered RGB,,http://www.babyquip.com,False,0.0,StartX
Stanford (StartX),bach,,,False,0.0,StartX
Stanford (StartX),Color no background,,,False,0.0,StartX
Stanford (StartX),bluelogo onblack,,http://www.banyansecurity.io,False,0.0,StartX
Stanford (StartX),beacon 1,,https://beaconphotonics.com,False,0.0,StartX
Stanford (StartX),Screen Shot at 5.58,,http://www.beddrsleep.com,False,0.0,StartX
Stanford (StartX),Site,,,False,0.0,StartX
Stanford (StartX),764A528E 3AC9 4082 BE81 E3ADA05A68AA,,http://www.bempu.com,False,0.0,StartX
Stanford (StartX),bioserenity,,https://www.bioserenity.com/,False,0.0,StartX
Stanford (StartX),Bioz v20,,https://www.bioz.com/,False,0.0,StartX
Stanford (StartX),BitBull Capital Cryptocurrency Hedge Fund,,http://www.bitbullcapital.com,False,0.0,StartX
Stanford (StartX),Bitwage OnWhite 4801x1139,,,False,0.0,StartX
Stanford (StartX),Black SMS,,http://blacksms.info/,False,0.0,StartX
Stanford (StartX),Blendoor,,http://www.blendoor.com,False,0.0,StartX
Stanford (StartX),Logo verde y osuro H TM,,http://,False,0.0,StartX
Stanford (StartX),Webclip 256x256,,https://www.sonant.ai,False,0.0,StartX
Stanford (StartX),bludot dark hs,,,False,0.0,StartX
Stanford (StartX),bluecord,,,False,0.0,StartX
Stanford (StartX),Bluecrew,,http://www.bluecrewjobs.com,False,0.0,StartX
Stanford (StartX),BlueLightAI.15,,http://,False,0.0,StartX
Stanford (StartX),SourceFile,,https://getbluesky.io/,False,0.0,StartX
Stanford (StartX),bodygram,,https://www.bodygram.com,False,0.0,StartX
Stanford (StartX),Bolt,,http://bolt.com,False,0.0,StartX
Stanford (StartX),bonded,,,False,0.0,StartX
Stanford (StartX),Boom Shakalaka,,http://www.boomfantasy.com,False,0.0,StartX
Stanford (StartX),images,,https://boosterusa.com/,False,0.0,StartX
Stanford (StartX),Logo dark,,https://www.brainkey.ai/,False,0.0,StartX
Stanford (StartX),branch metrics,,https://branch.io/,False,0.0,StartX
Stanford (StartX),breaker,,http://www.breakerchat.com/,False,0.0,StartX
Stanford (StartX),Breathometer,,https://www.breathometer.com/,False,0.0,StartX
Stanford (StartX),Bright,,http://bright.md/#bright-approach-1,False,0.0,StartX
Stanford (StartX),brilian,,,False,0.0,StartX
Stanford (StartX),BuildOps BG,,,False,0.0,StartX
Stanford (StartX),bullet bio,,http://www.bulletbio.com/,False,0.0,StartX
Stanford (StartX),bundle png,,,False,0.0,StartX
Stanford (StartX),buzz solutions,,http://buzzsolutions.co,False,0.0,StartX
Stanford (StartX),Camp Six,,http://campsixlabs.com,False,0.0,StartX
Stanford (StartX),Logo Lockup Green 01,,https://www.onecanopy.com/,False,0.0,StartX
UC Berkeley (SkyDeck),Vom,,https://skydeck.berkeley.edu/companies/vom/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),VoiceBit,,https://skydeck.berkeley.edu/companies/voicebit/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),SplitSecure,,https://skydeck.berkeley.edu/companies/splitsecure/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Scam AI,,https://skydeck.berkeley.edu/companies/scam-ai/,True,0.2,Berkeley SkyDeck
UC Berkeley (SkyDeck),Satsurance,,https://skydeck.berkeley.edu/companies/satsurance/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Rescope,,https://skydeck.berkeley.edu/companies/rescope/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),ReIGNITE Therapeutics Inc,,https://skydeck.berkeley.edu/companies/reignite-therapeutics-inc/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),PYRAMYD,,https://skydeck.berkeley.edu/companies/pyramyd/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Ludwig Computing,,https://skydeck.berkeley.edu/companies/ludwig-computing/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Hominy AI,,https://skydeck.berkeley.edu/companies/hominy-ai/,True,0.2,Berkeley SkyDeck
UC Berkeley (SkyDeck),Gheek AI,,https://skydeck.berkeley.edu/companies/gheek-ai/,True,0.2,Berkeley SkyDeck
UC Berkeley (SkyDeck),Flexify AI,,https://skydeck.berkeley.edu/companies/flexify-ai/,True,0.2,Berkeley SkyDeck
UC Berkeley (SkyDeck),Flatlight,,https://skydeck.berkeley.edu/companies/flatlight/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Drover Labs,,https://skydeck.berkeley.edu/companies/drover-labs/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),DeepTrail Inc,,https://skydeck.berkeley.edu/companies/deeptrail-inc/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Code Blue AI,,https://skydeck.berkeley.edu/companies/code-blue-ai/,True,0.2,Berkeley SkyDeck
UC Berkeley (SkyDeck),CipherSonic Labs,,https://skydeck.berkeley.edu/companies/ciphersonic-labs/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),April,,https://skydeck.berkeley.edu/companies/april/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Trag,,https://skydeck.berkeley.edu/companies/trag/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Soula,,https://skydeck.berkeley.edu/companies/soula/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),OpenGrant,,https://skydeck.berkeley.edu/companies/opengrant/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Flux Robotics,,https://skydeck.berkeley.edu/companies/flux-robotics/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),DT Master Carbon,,https://skydeck.berkeley.edu/companies/dt-master-carbon/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Drill Surgeries,,https://skydeck.berkeley.edu/companies/drill-surgeries/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Daspren,,https://skydeck.berkeley.edu/companies/daspren/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Darween Bioscience,,https://skydeck.berkeley.edu/companies/darween-bioscience/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),CloEE,,https://skydeck.berkeley.edu/companies/cloee/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Cyphra Autonomy,,https://skydeck.berkeley.edu/companies/cyphra-autonomy/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Quotr,,https://skydeck.berkeley.edu/companies/quotr/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),EMOBOT,,https://skydeck.berkeley.edu/companies/emobot/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),D.Sole,,https://skydeck.berkeley.edu/companies/d-sole/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Light Links,,https://skydeck.berkeley.edu/companies/light-links/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Kelvin Cooling,,https://skydeck.berkeley.edu/companies/kelvin-cooling/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Rhea's Factory,,https://skydeck.berkeley.edu/companies/rheas-factory/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Outer Rim Exploration,,https://skydeck.berkeley.edu/companies/outer-rim-exploration/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Bicameral,,https://skydeck.berkeley.edu/companies/bicameral/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Selfr,,https://skydeck.berkeley.edu/companies/selfr/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),MetaLearner,,https://skydeck.berkeley.edu/companies/metalearner/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Guepard,,https://skydeck.berkeley.edu/companies/guepard/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Greybeam,,https://skydeck.berkeley.edu/companies/greybeam/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Greaten AI,,https://skydeck.berkeley.edu/companies/greaten-ai/,True,0.2,Berkeley SkyDeck
UC Berkeley (SkyDeck),Fastyr,,https://skydeck.berkeley.edu/companies/fastyr/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Cyclick,,https://skydeck.berkeley.edu/companies/cyclick/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),CloudiDR,,https://skydeck.berkeley.edu/companies/cloudidr/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),AtlasNova,,https://skydeck.berkeley.edu/companies/atlasnova/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),ReneuBio,,https://skydeck.berkeley.edu/companies/reneubio/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Waypoint AI,,https://skydeck.berkeley.edu/companies/waypoint-ai/,True,0.2,Berkeley SkyDeck
UC Berkeley (SkyDeck),Vanellus Technologies Ltd,,https://skydeck.berkeley.edu/companies/vanellus-technologies-ltd/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Vambe,,https://skydeck.berkeley.edu/companies/vambe/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Tutti,,https://skydeck.berkeley.edu/companies/tutti/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),"TLR Therapeutics, Inc.",,https://skydeck.berkeley.edu/companies/tlr-therapeutics-inc/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Techstack,,https://skydeck.berkeley.edu/companies/techstack/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Taltrics,,https://skydeck.berkeley.edu/companies/taltrics/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Trener Robotics,,https://skydeck.berkeley.edu/companies/t-robotics/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Sincidium,,https://skydeck.berkeley.edu/companies/sincidium/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),"PropulsionAI, Inc.",,https://skydeck.berkeley.edu/companies/propulsionai-inc/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Partner Element,,https://skydeck.berkeley.edu/companies/partner-element/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Mycro Harvest,,https://skydeck.berkeley.edu/companies/mycro-harvest/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),"MuscleMatrix, Inc.",,https://skydeck.berkeley.edu/companies/musclematrix-inc/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Jellie AI,,https://skydeck.berkeley.edu/companies/jellie-ai/,True,0.2,Berkeley SkyDeck
UC Berkeley (SkyDeck),Forelight.ai (Ween.ai),,https://skydeck.berkeley.edu/companies/forelight-ai-ween-ai/,True,0.2,Berkeley SkyDeck
UC Berkeley (SkyDeck),FirstRead,,https://skydeck.berkeley.edu/companies/firstread/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Deeli AI,,https://skydeck.berkeley.edu/companies/deeli-ai/,True,0.2,Berkeley SkyDeck
UC Berkeley (SkyDeck),ContextQA,,https://skydeck.berkeley.edu/companies/contextqa/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Congrify,,https://skydeck.berkeley.edu/companies/congrify/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),"Blocq, Inc.",,https://skydeck.berkeley.edu/companies/blocq-inc/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),ASO Therapeutics,,https://skydeck.berkeley.edu/companies/aso-therapeutics/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),ALKEMIO,,https://skydeck.berkeley.edu/companies/alkemio/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Aura,,https://skydeck.berkeley.edu/companies/aura/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Bungee Tech,,https://skydeck.berkeley.edu/companies/bungee-tech/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Offi,,https://skydeck.berkeley.edu/companies/offi/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Rock Rabbit,,https://skydeck.berkeley.edu/companies/rock-rabbit/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),ReRx,,https://skydeck.berkeley.edu/companies/rerx/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),ReframeAI,,https://skydeck.berkeley.edu/companies/reframeai/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Plaid Semiconductors,,https://skydeck.berkeley.edu/companies/plaid-semiconductors/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Pickaxe,,https://skydeck.berkeley.edu/companies/pickaxe/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Ozaru,,https://skydeck.berkeley.edu/companies/ozaru/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Olfera,,https://skydeck.berkeley.edu/companies/olfera/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),NeuroAge Therapeutics,,https://skydeck.berkeley.edu/companies/neuroage-therapeutics/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),"MyMagic, Inc.",,https://skydeck.berkeley.edu/companies/mymagic-inc/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),DeepSeq.AI,,https://skydeck.berkeley.edu/companies/deepseq-ai/,True,0.2,Berkeley SkyDeck
UC Berkeley (SkyDeck),CoGrader,,https://skydeck.berkeley.edu/companies/cograder/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Cerevox,,https://skydeck.berkeley.edu/companies/cerevox/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Bitskout,,https://skydeck.berkeley.edu/companies/bitskout/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Bennudata Inc.,,https://skydeck.berkeley.edu/companies/bennudata-inc/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Allos AI,,https://skydeck.berkeley.edu/companies/allos-ai/,True,0.2,Berkeley SkyDeck
UC Berkeley (SkyDeck),Algorized,,https://skydeck.berkeley.edu/companies/algorized/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),SUPPLAI,,https://skydeck.berkeley.edu/companies/supplai/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Plino,,https://skydeck.berkeley.edu/companies/plino/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Ochy,,https://skydeck.berkeley.edu/companies/ochy/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Mon5 s.r.l.,,https://skydeck.berkeley.edu/companies/mon5-s-r-l/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Klaaryo,,https://skydeck.berkeley.edu/companies/klaaryo/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Kfobix Inc.,,https://skydeck.berkeley.edu/companies/kfobix-inc/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),INRŌ,,https://skydeck.berkeley.edu/companies/inro/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Distinkt,,https://skydeck.berkeley.edu/companies/distinkt/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Audemic Ltd,,https://skydeck.berkeley.edu/companies/audemic-ltd/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Skyld,,https://skydeck.berkeley.edu/companies/skyld/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Silica Corpora,,https://skydeck.berkeley.edu/companies/silica-corpora/,False,0.0,Berkeley SkyDeck
UC Berkeley (SkyDeck),Sefi AI,,https://skydeck.berkeley.edu/companies/sefi-ai/,True,0.2,Berkeley SkyDeck
UC Berkeley (SkyDeck),RebX,,https://skydeck.berkeley.edu/companies/rebx/,False,0.0,Berkeley SkyDeck
UIUC (Illini-Founded),YouTube,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),PayPal,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Tesla Motors,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Weather Channel,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Yelp,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Mozilla Corp.,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Delta Air Lines Inc.,,,True,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),12 Line Studio,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),3E Love LLC,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),3ipe Pavement Engineering,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),6C Solutions,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),78Madison Inc.,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Accendo Systems,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Actif,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Action Bits for Kids!,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Adrenaline Mobility,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Advanced Analytics,,,True,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Advanced Diamond Technologies,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Advent Corporation,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Aegis AI,,,True,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Aegis Analytical,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Affiliated Marketing Partners,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Affinity Labs Inc.,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),Affirm,,,False,0.0,UIUC Entrepreneurship
UIUC (Illini-Founded),After School,,,False,0.0,UIUC Entrepreneurship
